t,sp,unit,r_flw,f_flw,rpm_cmd,rpm_sp,sps,top,cal%,vol_uL,mass_g,pumpOn
116133,5,rpm,65,276,5.0,5.0,533,3661,0,437,0.424,1
116154,5,rpm,109,276,5.0,5.0,533,3661,0,437,0.424,1
116174,5,rpm,-1375,276,5.0,5.0,533,3661,0,437,0.424,1
116195,5,rpm,-952,276,5.0,5.0,533,3661,0,437,0.424,1
116216,5,rpm,-464,276,5.0,5.0,533,3661,0,437,0.424,1
116237,5,rpm,-38,276,5.0,5.0,533,3661,0,437,0.424,1
116257,5,rpm,10,276,5.0,5.0,533,3661,0,437,0.424,1
116278,5,rpm,-85,276,5.0,5.0,533,3661,0,437,0.424,1
116298,5,rpm,-82,276,5.0,5.0,533,3661,0,437,0.424,1
116319,5,rpm,-79,276,5.0,5.0,533,3661,0,438,0.424,1
116340,5,rpm,-69,276,5.0,5.0,533,3661,0,438,0.425,1
116360,5,rpm,-30,276,5.0,5.0,533,3661,0,438,0.425,1
116381,5,rpm,-52,276,5.0,5.0,533,3661,0,438,0.425,1
116401,5,rpm,-46,276,5.0,5.0,533,3661,0,438,0.425,1
116422,5,rpm,-28,276,5.0,5.0,533,3661,0,438,0.425,1
116443,5,rpm,-28,276,5.0,5.0,533,3661,0,438,0.425,1
116463,5,rpm,-7,276,5.0,5.0,533,3661,0,438,0.425,1
116484,5,rpm,-11,276,5.0,5.0,533,3661,0,438,0.425,1
116504,5,rpm,-4,276,5.0,5.0,533,3661,0,438,0.425,1
116525,5,rpm,4,277,5.0,5.0,533,3661,0,438,0.425,1
116546,5,rpm,10,277,5.0,5.0,533,3661,0,439,0.425,1
116566,5,rpm,55,277,5.0,5.0,533,3661,0,439,0.426,1
116587,5,rpm,33,277,5.0,5.0,533,3661,0,439,0.426,1
116607,5,rpm,67,277,5.0,5.0,533,3661,0,439,0.426,1
116628,5,rpm,208,277,5.0,5.0,533,3661,0,439,0.426,1
116649,5,rpm,96,277,5.0,5.0,533,3661,0,439,0.426,1
116669,5,rpm,250,277,5.0,5.0,533,3661,0,439,0.426,1
116690,5,rpm,178,277,5.0,5.0,533,3661,0,439,0.426,1
116710,5,rpm,181,277,5.0,5.0,533,3661,0,439,0.426,1
116731,5,rpm,655,277,5.0,5.0,533,3661,0,439,0.426,1
116751,5,rpm,76,277,5.0,5.0,533,3661,0,440,0.426,1
116772,5,rpm,227,277,5.0,5.0,533,3661,0,440,0.426,1
116793,5,rpm,738,277,5.0,5.0,533,3661,0,440,0.427,1
116813,5,rpm,133,278,5.0,5.0,533,3661,0,440,0.427,1
116834,5,rpm,255,278,5.0,5.0,533,3661,0,440,0.427,1
116854,5,rpm,800,278,5.0,5.0,533,3661,0,440,0.427,1
116875,5,rpm,236,278,5.0,5.0,533,3661,0,440,0.427,1
116896,5,rpm,922,278,5.0,5.0,533,3661,0,440,0.427,1
116916,5,rpm,141,278,5.0,5.0,533,3661,0,440,0.427,1
116937,5,rpm,338,278,5.0,5.0,533,3661,0,440,0.427,1
116957,5,rpm,987,278,5.0,5.0,533,3661,0,440,0.427,1
116978,5,rpm,96,278,5.0,5.0,533,3661,0,441,0.427,1
116999,5,rpm,367,278,5.0,5.0,533,3661,0,441,0.427,1
117019,5,rpm,917,278,5.0,5.0,533,3661,0,441,0.428,1
117040,5,rpm,214,278,5.0,5.0,533,3661,0,441,0.428,1
117060,5,rpm,477,278,5.0,5.0,533,3661,0,441,0.428,1
117081,5,rpm,700,278,5.0,5.0,533,3661,0,441,0.428,1
117102,5,rpm,326,278,5.0,5.0,533,3661,0,441,0.428,1
117122,5,rpm,983,278,5.0,5.0,533,3661,0,441,0.428,1
117143,5,rpm,82,278,5.0,5.0,533,3661,0,441,0.428,1
117163,5,rpm,355,278,5.0,5.0,533,3661,0,441,0.428,1
117184,5,rpm,944,278,5.0,5.0,533,3661,0,442,0.428,1
117204,5,rpm,105,278,5.0,5.0,533,3661,0,442,0.428,1
117225,5,rpm,343,278,5.0,5.0,533,3661,0,442,0.428,1
117246,5,rpm,902,278,5.0,5.0,533,3661,0,442,0.429,1
117266,5,rpm,244,278,5.0,5.0,533,3661,0,442,0.429,1
117287,5,rpm,875,278,5.0,5.0,533,3661,0,442,0.429,1
117308,5,rpm,221,278,5.0,5.0,533,3661,0,442,0.429,1
117328,5,rpm,336,278,5.0,5.0,533,3661,0,442,0.429,1
117349,5,rpm,989,278,5.0,5.0,533,3661,0,442,0.429,1
117369,5,rpm,78,278,5.0,5.0,533,3661,0,442,0.429,1
117390,5,rpm,377,278,5.0,5.0,533,3661,0,443,0.429,1
117410,5,rpm,952,278,5.0,5.0,533,3661,0,443,0.429,1
117431,5,rpm,127,278,5.0,5.0,533,3661,0,443,0.429,1
117452,5,rpm,330,278,5.0,5.0,533,3661,0,443,0.43,1
117472,5,rpm,842,278,5.0,5.0,533,3661,0,443,0.43,1
117493,5,rpm,262,278,5.0,5.0,533,3661,0,443,0.43,1
117514,5,rpm,729,278,5.0,5.0,533,3661,0,443,0.43,1
117534,5,rpm,295,278,5.0,5.0,533,3661,0,443,0.43,1
117555,5,rpm,314,278,5.0,5.0,533,3661,0,443,0.43,1
117575,5,rpm,980,278,5.0,5.0,533,3661,0,443,0.43,1
117596,5,rpm,81,278,5.0,5.0,533,3661,0,443,0.43,1
117616,5,rpm,301,278,5.0,5.0,533,3661,0,444,0.43,1
117637,5,rpm,892,278,5.0,5.0,533,3661,0,444,0.43,1
117658,5,rpm,162,278,5.0,5.0,533,3661,0,444,0.43,1
117678,5,rpm,260,278,5.0,5.0,533,3661,0,444,0.431,1
117699,5,rpm,810,278,5.0,5.0,533,3661,0,444,0.431,1
117720,5,rpm,227,278,5.0,5.0,533,3661,0,444,0.431,1
117740,5,rpm,786,278,5.0,5.0,533,3661,0,444,0.431,1
117761,5,rpm,202,278,5.0,5.0,533,3661,0,444,0.431,1
117781,5,rpm,230,278,5.0,5.0,533,3661,0,444,0.431,1
117802,5,rpm,810,278,5.0,5.0,533,3661,0,444,0.431,1
117823,5,rpm,75,278,5.0,5.0,533,3661,0,445,0.431,1
117843,5,rpm,211,278,5.0,5.0,533,3661,0,445,0.431,1
117864,5,rpm,677,278,5.0,5.0,533,3661,0,445,0.431,1
117884,5,rpm,113,278,5.0,5.0,533,3661,0,445,0.431,1
117905,5,rpm,185,278,5.0,5.0,533,3661,0,445,0.432,1
117925,5,rpm,528,278,5.0,5.0,533,3661,0,445,0.432,1
117946,5,rpm,152,278,5.0,5.0,533,3661,0,445,0.432,1
117967,5,rpm,466,278,5.0,5.0,533,3661,0,445,0.432,1
117987,5,rpm,125,278,5.0,5.0,533,3661,0,445,0.432,1
118008,5,rpm,137,278,5.0,5.0,533,3661,0,445,0.432,1
118029,5,rpm,349,278,5.0,5.0,533,3661,0,445,0.432,1
118049,5,rpm,-1562,278,5.0,5.0,533,3661,0,446,0.432,1
118070,5,rpm,-415,278,5.0,5.0,533,3661,0,446,0.432,1
118090,5,rpm,-896,278,5.0,5.0,533,3661,0,446,0.432,1
118111,5,rpm,-44,278,5.0,5.0,533,3661,0,446,0.432,1
118132,5,rpm,-59,278,5.0,5.0,533,3661,0,446,0.433,1
118152,5,rpm,-66,278,5.0,5.0,533,3661,0,446,0.433,1
118173,5,rpm,-56,278,5.0,5.0,533,3661,0,446,0.433,1
118193,5,rpm,-106,278,5.0,5.0,533,3661,0,446,0.433,1
118214,5,rpm,-52,278,5.0,5.0,533,3661,0,446,0.433,1
118235,5,rpm,-55,278,5.0,5.0,533,3661,0,446,0.433,1
118255,5,rpm,-61,279,5.0,5.0,533,3661,0,447,0.433,1
118276,5,rpm,-29,279,5.0,5.0,533,3661,0,447,0.433,1
118296,5,rpm,-43,279,5.0,5.0,533,3661,0,447,0.433,1
118317,5,rpm,-24,279,5.0,5.0,533,3661,0,447,0.433,1
118338,5,rpm,-16,279,5.0,5.0,533,3661,0,447,0.433,1
118358,5,rpm,-18,279,5.0,5.0,533,3661,0,447,0.434,1
118379,5,rpm,-7,279,5.0,5.0,533,3661,0,447,0.434,1
118399,5,rpm,-4,279,5.0,5.0,533,3661,0,447,0.434,1
118420,5,rpm,12,279,5.0,5.0,533,3661,0,447,0.434,1
118441,5,rpm,14,279,5.0,5.0,533,3661,0,447,0.434,1
118461,5,rpm,26,280,5.0,5.0,533,3661,0,447,0.434,1
118482,5,rpm,144,280,5.0,5.0,533,3661,0,448,0.434,1
118502,5,rpm,57,280,5.0,5.0,533,3661,0,448,0.434,1
118523,5,rpm,97,280,5.0,5.0,533,3661,0,448,0.434,1
118544,5,rpm,284,280,5.0,5.0,533,3661,0,448,0.434,1
118564,5,rpm,104,280,5.0,5.0,533,3661,0,448,0.435,1
118585,5,rpm,277,280,5.0,5.0,533,3661,0,448,0.435,1
118605,5,rpm,283,280,5.0,5.0,533,3661,0,448,0.435,1
118626,5,rpm,182,280,5.0,5.0,533,3661,0,448,0.435,1
118647,5,rpm,786,280,5.0,5.0,533,3661,0,448,0.435,1
118667,5,rpm,66,280,5.0,5.0,533,3661,0,448,0.435,1
118688,5,rpm,214,281,5.0,5.0,533,3661,0,449,0.435,1
118708,5,rpm,869,281,5.0,5.0,533,3661,0,449,0.435,1
118729,5,rpm,128,281,5.0,5.0,533,3661,0,449,0.435,1
118750,5,rpm,266,281,5.0,5.0,533,3661,0,449,0.435,1
118770,5,rpm,852,281,5.0,5.0,533,3661,0,449,0.435,1
118791,5,rpm,222,281,5.0,5.0,533,3661,0,449,0.436,1
118811,5,rpm,844,281,5.0,5.0,533,3661,0,449,0.436,1
118832,5,rpm,257,281,5.0,5.0,533,3661,0,449,0.436,1
118853,5,rpm,337,281,5.0,5.0,533,3661,0,449,0.436,1
118873,5,rpm,1007,281,5.0,5.0,533,3661,0,449,0.436,1
118894,5,rpm,87,281,5.0,5.0,533,3661,0,449,0.436,1
118914,5,rpm,351,281,5.0,5.0,533,3661,0,450,0.436,1
118935,5,rpm,933,281,5.0,5.0,533,3661,0,450,0.436,1
118956,5,rpm,200,281,5.0,5.0,533,3661,0,450,0.436,1
118976,5,rpm,329,281,5.0,5.0,533,3661,0,450,0.436,1
118997,5,rpm,849,281,5.0,5.0,533,3661,0,450,0.436,1
119017,5,rpm,294,281,5.0,5.0,533,3661,0,450,0.437,1
119038,5,rpm,951,281,5.0,5.0,533,3661,0,450,0.437,1
119059,5,rpm,129,281,5.0,5.0,533,3661,0,450,0.437,1
119079,5,rpm,329,281,5.0,5.0,533,3661,0,450,0.437,1
119100,5,rpm,1004,281,5.0,5.0,533,3661,0,450,0.437,1
119121,5,rpm,106,281,5.0,5.0,533,3661,0,451,0.437,1
119141,5,rpm,356,281,5.0,5.0,533,3661,0,451,0.437,1
119162,5,rpm,894,281,5.0,5.0,533,3661,0,451,0.437,1
119182,5,rpm,219,281,5.0,5.0,533,3661,0,451,0.437,1
119203,5,rpm,742,281,5.0,5.0,533,3661,0,451,0.437,1
119224,5,rpm,353,281,5.0,5.0,533,3661,0,451,0.438,1
119244,5,rpm,312,281,5.0,5.0,533,3661,0,451,0.438,1
119265,5,rpm,999,281,5.0,5.0,533,3661,0,451,0.438,1
119285,5,rpm,91,281,5.0,5.0,533,3661,0,451,0.438,1
119306,5,rpm,347,281,5.0,5.0,533,3661,0,451,0.438,1
119327,5,rpm,961,281,5.0,5.0,533,3661,0,452,0.438,1
119347,5,rpm,116,281,5.0,5.0,533,3661,0,452,0.438,1
119368,5,rpm,320,281,5.0,5.0,533,3661,0,452,0.438,1
119388,5,rpm,861,281,5.0,5.0,533,3661,0,452,0.438,1
119409,5,rpm,240,281,5.0,5.0,533,3661,0,452,0.438,1
119430,5,rpm,604,281,5.0,5.0,533,3661,0,452,0.438,1
119450,5,rpm,497,281,5.0,5.0,533,3661,0,452,0.439,1
119471,5,rpm,287,281,5.0,5.0,533,3661,0,452,0.439,1
119491,5,rpm,931,281,5.0,5.0,533,3661,0,452,0.439,1
119512,5,rpm,87,281,5.0,5.0,533,3661,0,452,0.439,1
119533,5,rpm,260,281,5.0,5.0,533,3661,0,452,0.439,1
119553,5,rpm,907,281,5.0,5.0,533,3661,0,453,0.439,1
119574,5,rpm,131,281,5.0,5.0,533,3661,0,453,0.439,1
119594,5,rpm,257,281,5.0,5.0,533,3661,0,453,0.439,1
119615,5,rpm,804,281,5.0,5.0,533,3661,0,453,0.439,1
119636,5,rpm,200,281,5.0,5.0,533,3661,0,453,0.439,1
119656,5,rpm,578,281,5.0,5.0,533,3661,0,453,0.439,1
119677,5,rpm,290,281,5.0,5.0,533,3661,0,453,0.44,1
119697,5,rpm,198,281,5.0,5.0,533,3661,0,453,0.44,1
119718,5,rpm,711,281,5.0,5.0,533,3661,0,453,0.44,1
119738,5,rpm,83,281,5.0,5.0,533,3661,0,453,0.44,1
119759,5,rpm,186,281,5.0,5.0,533,3661,0,454,0.44,1
119779,5,rpm,610,281,5.0,5.0,533,3661,0,454,0.44,1
119800,5,rpm,101,281,5.0,5.0,533,3661,0,454,0.44,1
119821,5,rpm,173,281,5.0,5.0,533,3661,0,454,0.44,1
119841,5,rpm,475,281,5.0,5.0,533,3661,0,454,0.44,1
119862,5,rpm,146,281,5.0,5.0,533,3661,0,454,0.44,1
119882,5,rpm,310,281,5.0,5.0,533,3661,0,454,0.44,1
119903,5,rpm,172,281,5.0,5.0,533,3661,0,454,0.441,1
119924,5,rpm,105,281,5.0,5.0,533,3661,0,454,0.441,1
119944,5,rpm,-883,281,5.0,5.0,533,3661,0,454,0.441,1
119965,5,rpm,-141,281,5.0,5.0,533,3661,0,455,0.441,1
119986,5,rpm,-222,281,5.0,5.0,533,3661,0,455,0.441,1
120006,5,rpm,-32,281,5.0,5.0,533,3661,0,455,0.441,1
120027,5,rpm,-4,281,5.0,5.0,533,3661,0,455,0.441,1
120047,5,rpm,-89,281,5.0,5.0,533,3661,0,455,0.441,1
120068,5,rpm,-98,281,5.0,5.0,533,3661,0,455,0.441,1
120089,5,rpm,-55,281,5.0,5.0,533,3661,0,455,0.441,1
120109,5,rpm,-63,281,5.0,5.0,533,3661,0,455,0.442,1
120130,5,rpm,-26,281,5.0,5.0,533,3661,0,455,0.442,1
120150,5,rpm,-54,281,5.0,5.0,533,3661,0,455,0.442,1
120171,5,rpm,-61,281,5.0,5.0,533,3661,0,455,0.442,1
120192,5,rpm,-20,281,5.0,5.0,533,3661,0,456,0.442,1
120212,5,rpm,-28,281,5.0,5.0,533,3661,0,456,0.442,1
120233,5,rpm,-35,281,5.0,5.0,533,3661,0,456,0.442,1
120253,5,rpm,-22,281,5.0,5.0,533,3661,0,456,0.442,1
120274,5,rpm,-12,281,5.0,5.0,533,3661,0,456,0.442,1
120295,5,rpm,6,281,5.0,5.0,533,3661,0,456,0.442,1
120315,5,rpm,6,281,5.0,5.0,533,3661,0,456,0.442,1
120336,5,rpm,56,281,5.0,5.0,533,3661,0,456,0.443,1
120356,5,rpm,45,282,5.0,5.0,533,3661,0,456,0.443,1
120377,5,rpm,65,282,5.0,5.0,533,3661,0,456,0.443,1
120398,5,rpm,256,282,5.0,5.0,533,3661,0,457,0.443,1
120418,5,rpm,69,282,5.0,5.0,533,3661,0,457,0.443,1
120439,5,rpm,116,282,5.0,5.0,533,3661,0,457,0.443,1
120459,5,rpm,429,282,5.0,5.0,533,3661,0,457,0.443,1
120480,5,rpm,123,282,5.0,5.0,533,3661,0,457,0.443,1
120501,5,rpm,257,282,5.0,5.0,533,3661,0,457,0.443,1
120521,5,rpm,496,282,5.0,5.0,533,3661,0,457,0.443,1
120542,5,rpm,206,282,5.0,5.0,533,3661,0,457,0.443,1
120562,5,rpm,915,282,5.0,5.0,533,3661,0,457,0.444,1
120583,5,rpm,100,282,5.0,5.0,533,3661,0,457,0.444,1
120604,5,rpm,243,282,5.0,5.0,533,3661,0,458,0.444,1
120624,5,rpm,880,282,5.0,5.0,533,3661,0,458,0.444,1
120645,5,rpm,118,283,5.0,5.0,533,3661,0,458,0.444,1
120665,5,rpm,290,283,5.0,5.0,533,3661,0,458,0.444,1
120686,5,rpm,904,283,5.0,5.0,533,3661,0,458,0.444,1
120707,5,rpm,223,283,5.0,5.0,533,3661,0,458,0.444,1
120727,5,rpm,939,283,5.0,5.0,533,3661,0,458,0.444,1
120748,5,rpm,209,283,5.0,5.0,533,3661,0,458,0.444,1
120768,5,rpm,311,283,5.0,5.0,533,3661,0,458,0.445,1
120789,5,rpm,1030,283,5.0,5.0,533,3661,0,458,0.445,1
120810,5,rpm,89,283,5.0,5.0,533,3661,0,458,0.445,1
120830,5,rpm,350,283,5.0,5.0,533,3661,0,459,0.445,1
120851,5,rpm,938,283,5.0,5.0,533,3661,0,459,0.445,1
120872,5,rpm,160,283,5.0,5.0,533,3661,0,459,0.445,1
120892,5,rpm,326,283,5.0,5.0,533,3661,0,459,0.445,1
120913,5,rpm,871,283,5.0,5.0,533,3661,0,459,0.445,1
120933,5,rpm,260,283,5.0,5.0,533,3661,0,459,0.445,1
120954,5,rpm,984,283,5.0,5.0,533,3661,0,459,0.445,1
120975,5,rpm,105,283,5.0,5.0,533,3661,0,459,0.445,1
120995,5,rpm,296,283,5.0,5.0,533,3661,0,459,0.446,1
121016,5,rpm,988,283,5.0,5.0,533,3661,0,459,0.446,1
121036,5,rpm,95,283,5.0,5.0,533,3661,0,460,0.446,1
121057,5,rpm,322,283,5.0,5.0,533,3661,0,460,0.446,1
121078,5,rpm,899,283,5.0,5.0,533,3661,0,460,0.446,1
121098,5,rpm,192,283,5.0,5.0,533,3661,0,460,0.446,1
121119,5,rpm,325,283,5.0,5.0,533,3661,0,460,0.446,1
121139,5,rpm,826,283,5.0,5.0,533,3661,0,460,0.446,1
121160,5,rpm,288,283,5.0,5.0,533,3661,0,460,0.446,1
121181,5,rpm,1006,283,5.0,5.0,533,3661,0,460,0.446,1
121201,5,rpm,74,283,5.0,5.0,533,3661,0,460,0.447,1
121222,5,rpm,309,283,5.0,5.0,533,3661,0,460,0.447,1
121243,5,rpm,980,283,5.0,5.0,533,3661,0,461,0.447,1
121263,5,rpm,106,283,5.0,5.0,533,3661,0,461,0.447,1
121284,5,rpm,309,283,5.0,5.0,533,3661,0,461,0.447,1
121304,5,rpm,871,283,5.0,5.0,533,3661,0,461,0.447,1
121325,5,rpm,193,283,5.0,5.0,533,3661,0,461,0.447,1
121346,5,rpm,376,283,5.0,5.0,533,3661,0,461,0.447,1
121366,5,rpm,657,283,5.0,5.0,533,3661,0,461,0.447,1
121387,5,rpm,252,283,5.0,5.0,533,3661,0,461,0.447,1
121407,5,rpm,919,283,5.0,5.0,533,3661,0,461,0.447,1
121428,5,rpm,95,283,5.0,5.0,533,3661,0,461,0.448,1
121448,5,rpm,268,283,5.0,5.0,533,3661,0,461,0.448,1
121469,5,rpm,882,283,5.0,5.0,533,3661,0,462,0.448,1
121490,5,rpm,108,283,5.0,5.0,533,3661,0,462,0.448,1
121510,5,rpm,240,283,5.0,5.0,533,3661,0,462,0.448,1
121531,5,rpm,777,283,5.0,5.0,533,3661,0,462,0.448,1
121551,5,rpm,165,283,5.0,5.0,533,3661,0,462,0.448,1
121572,5,rpm,357,283,5.0,5.0,533,3661,0,462,0.448,1
121592,5,rpm,432,283,5.0,5.0,533,3661,0,462,0.448,1
121613,5,rpm,187,283,5.0,5.0,533,3661,0,462,0.448,1
121634,5,rpm,708,283,5.0,5.0,533,3661,0,462,0.448,1
121654,5,rpm,69,283,5.0,5.0,533,3661,0,462,0.449,1
121675,5,rpm,169,283,5.0,5.0,533,3661,0,463,0.449,1
121696,5,rpm,543,283,5.0,5.0,533,3661,0,463,0.449,1
121716,5,rpm,88,283,5.0,5.0,533,3661,0,463,0.449,1
121737,5,rpm,151,284,5.0,5.0,533,3661,0,463,0.449,1
121757,5,rpm,419,284,5.0,5.0,533,3661,0,463,0.449,1
121778,5,rpm,89,284,5.0,5.0,533,3661,0,463,0.449,1
121799,5,rpm,-1355,284,5.0,5.0,533,3661,0,463,0.449,1
121819,5,rpm,-290,284,5.0,5.0,533,3661,0,463,0.449,1
121840,5,rpm,-184,284,5.0,5.0,533,3661,0,463,0.449,1
121860,5,rpm,-20,284,5.0,5.0,533,3661,0,463,0.45,1
121881,5,rpm,8,284,5.0,5.0,533,3661,0,464,0.45,1
121902,5,rpm,-60,284,5.0,5.0,533,3661,0,464,0.45,1
121922,5,rpm,-97,284,5.0,5.0,533,3661,0,464,0.45,1
121943,5,rpm,-31,284,5.0,5.0,533,3661,0,464,0.45,1
121963,5,rpm,-59,284,5.0,5.0,533,3661,0,464,0.45,1
121984,5,rpm,-51,284,5.0,5.0,533,3661,0,464,0.45,1
122005,5,rpm,-40,284,5.0,5.0,533,3661,0,464,0.45,1
122025,5,rpm,-66,285,5.0,5.0,533,3661,0,464,0.45,1
122046,5,rpm,-40,285,5.0,5.0,533,3661,0,464,0.45,1
122067,5,rpm,-42,285,5.0,5.0,533,3661,0,464,0.45,1
122087,5,rpm,-29,285,5.0,5.0,533,3661,0,465,0.451,1
122108,5,rpm,-8,285,5.0,5.0,533,3661,0,465,0.451,1
122128,5,rpm,-13,285,5.0,5.0,533,3661,0,465,0.451,1
122149,5,rpm,-2,285,5.0,5.0,533,3661,0,465,0.451,1
122170,5,rpm,1,285,5.0,5.0,533,3661,0,465,0.451,1
122190,5,rpm,9,285,5.0,5.0,533,3661,0,465,0.451,1
122211,5,rpm,44,286,5.0,5.0,533,3661,0,465,0.451,1
122231,5,rpm,36,286,5.0,5.0,533,3661,0,465,0.451,1
122252,5,rpm,117,286,5.0,5.0,533,3661,0,465,0.451,1
122272,5,rpm,126,286,5.0,5.0,533,3661,0,465,0.451,1
122293,5,rpm,110,286,5.0,5.0,533,3661,0,465,0.452,1
122314,5,rpm,377,286,5.0,5.0,533,3661,0,466,0.452,1
122334,5,rpm,83,286,5.0,5.0,533,3661,0,466,0.452,1
122355,5,rpm,169,286,5.0,5.0,533,3661,0,466,0.452,1
122375,5,rpm,671,287,5.0,5.0,533,3661,0,466,0.452,1
122396,5,rpm,129,287,5.0,5.0,533,3661,0,466,0.452,1
122417,5,rpm,214,287,5.0,5.0,533,3661,0,466,0.452,1
122437,5,rpm,635,287,5.0,5.0,533,3661,0,466,0.452,1
122458,5,rpm,209,287,5.0,5.0,533,3661,0,466,0.452,1
122479,5,rpm,956,287,5.0,5.0,533,3661,0,466,0.452,1
122499,5,rpm,74,287,5.0,5.0,533,3661,0,466,0.452,1
122520,5,rpm,250,287,5.0,5.0,533,3661,0,467,0.453,1
122540,5,rpm,928,287,5.0,5.0,533,3661,0,467,0.453,1
122561,5,rpm,125,287,5.0,5.0,533,3661,0,467,0.453,1
122582,5,rpm,349,287,5.0,5.0,533,3661,0,467,0.453,1
122602,5,rpm,879,288,5.0,5.0,533,3661,0,467,0.453,1
122623,5,rpm,210,288,5.0,5.0,533,3661,0,467,0.453,1
122643,5,rpm,542,288,5.0,5.0,533,3661,0,467,0.453,1
122664,5,rpm,580,288,5.0,5.0,533,3661,0,467,0.453,1
122685,5,rpm,320,288,5.0,5.0,533,3661,0,467,0.453,1
122705,5,rpm,1018,288,5.0,5.0,533,3661,0,467,0.453,1
122726,5,rpm,78,288,5.0,5.0,533,3661,0,468,0.454,1
122746,5,rpm,319,288,5.0,5.0,533,3661,0,468,0.454,1
122767,5,rpm,952,288,5.0,5.0,533,3661,0,468,0.454,1
122787,5,rpm,146,288,5.0,5.0,533,3661,0,468,0.454,1
122808,5,rpm,339,288,5.0,5.0,533,3661,0,468,0.454,1
122829,5,rpm,830,288,5.0,5.0,533,3661,0,468,0.454,1
122849,5,rpm,239,288,5.0,5.0,533,3661,0,468,0.454,1
122870,5,rpm,619,288,5.0,5.0,533,3661,0,468,0.454,1
122891,5,rpm,369,288,5.0,5.0,533,3661,0,468,0.454,1
122911,5,rpm,309,288,5.0,5.0,533,3661,0,468,0.454,1
122932,5,rpm,958,288,5.0,5.0,533,3661,0,469,0.454,1
122952,5,rpm,84,288,5.0,5.0,533,3661,0,469,0.455,1
122973,5,rpm,325,288,5.0,5.0,533,3661,0,469,0.455,1
122994,5,rpm,877,288,5.0,5.0,533,3661,0,469,0.455,1
123014,5,rpm,164,288,5.0,5.0,533,3661,0,469,0.455,1
123035,5,rpm,326,288,5.0,5.0,533,3661,0,469,0.455,1
123055,5,rpm,803,288,5.0,5.0,533,3661,0,469,0.455,1
123076,5,rpm,268,288,5.0,5.0,533,3661,0,469,0.455,1
123097,5,rpm,793,288,5.0,5.0,533,3661,0,469,0.455,1
123117,5,rpm,214,288,5.0,5.0,533,3661,0,469,0.455,1
123138,5,rpm,291,288,5.0,5.0,533,3661,0,470,0.455,1
123159,5,rpm,947,288,5.0,5.0,533,3661,0,470,0.456,1
123179,5,rpm,100,288,5.0,5.0,533,3661,0,470,0.456,1
123200,5,rpm,300,288,5.0,5.0,533,3661,0,470,0.456,1
123220,5,rpm,850,288,5.0,5.0,533,3661,0,470,0.456,1
123241,5,rpm,181,288,5.0,5.0,533,3661,0,470,0.456,1
123262,5,rpm,291,288,5.0,5.0,533,3661,0,470,0.456,1
123282,5,rpm,755,288,5.0,5.0,533,3661,0,470,0.456,1
123303,5,rpm,239,288,5.0,5.0,533,3661,0,470,0.456,1
123323,5,rpm,917,288,5.0,5.0,533,3661,0,470,0.456,1
123344,5,rpm,85,288,5.0,5.0,533,3661,0,471,0.456,1
123365,5,rpm,227,288,5.0,5.0,533,3661,0,471,0.457,1
123385,5,rpm,843,288,5.0,5.0,533,3661,0,471,0.457,1
123406,5,rpm,98,288,5.0,5.0,533,3661,0,471,0.457,1
123426,5,rpm,230,288,5.0,5.0,533,3661,0,471,0.457,1
123447,5,rpm,716,288,5.0,5.0,533,3661,0,471,0.457,1
123468,5,rpm,147,288,5.0,5.0,533,3661,0,471,0.457,1
123488,5,rpm,219,288,5.0,5.0,533,3661,0,471,0.457,1
123509,5,rpm,541,288,5.0,5.0,533,3661,0,471,0.457,1
123529,5,rpm,165,288,5.0,5.0,533,3661,0,471,0.457,1
123550,5,rpm,559,288,5.0,5.0,533,3661,0,472,0.457,1
123570,5,rpm,105,288,5.0,5.0,533,3661,0,472,0.457,1
